"OUTLET_ID","LATITUDE","LONGITUDE","DEALER_NAME","GSSN_OUTLET_ID","DEALER_PHONE","DEALER_FAX","DEALER_ADDRESS_LINE1","DEALER_ADDRESS_LINE2","DEALER_CITY","DEALER_STATE","DEALER_ZIP","DEALER_REGION_CODE","MAYBACH_DEALER_INDICATOR_FRANCHISE","ELITE_AMG_PERFORMANCE_CENTER","AMG_PERFORMANCE_CENTER_INDICATOR","SERVICE_ONLY_DEALER_INDICATOR","DEALER_PREMIUM_EXPRESS_INDICATOR","ZERO_EMISSION_VEHICLE_STATE_INDICATOR","FRANCHISE_MB","FRANCHISE_SM","FRANCHISE_SPRINTER","DEALER_WEBSITE","DEALER_WEBSITE_SERVICE","DEALER_WEBSITE_SALES","DEALER_COUNTRY","LANGUAGES_SPOKEN","CREATED_BY","CREATED_DATE","UPDATED_BY","UPDATED_DATE"
"34104","39.077966","-76.946982","Mercedes-Benz of Silver Spring","GS0002787","(301) 890-3030","(301) 890-5450","3301 Briggs Chaney Rd.","","Silver Spring","md","20904","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzsilverspring.net/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14345","27.381501","-80.325899","Mercedes-Benz of Fort Pierce","GS0002726","(772) 466-7000","(772) 466-4952","4500 South U S 1","","Fort Pierce","fl","34982","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzofftpierce.com/service/schedule-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"M01H7013","19.443838","-99.184349","Automotriz Hermer S.A. de C.V.","GS0043334","55 5083 1320 ","55 5083 1320 ","Laguna de Terminos 204, Lago Como ","Col. Anahuac","Mexico","Ciudad de Mexico","11320","N/A","N","F","F","N","N","N","MB","SM","N/A","https://www.hermer.mx/","https://www.hermer.mx/","https://www.hermer.mx/","MX","ES","stareai","7/31/2018","stareai","7/31/2018"
"M01H7151","20.739672","-103.396156","Star Patria S.A. de C.V.","GS0043336","33 3070 6016","33 3070 6016","Lateral Sur Periferico Norte 699 ","Col. BallenesNorte Parque Industrial","Zapopan","Jalisco","45145","N/A","N","F","F","N","N","N","MB","SM","N/A","http://www.starpatria.com.mx/","http://www.starpatria.com.mx/","http://www.starpatria.com.mx/","MX","ES","stareai","7/31/2018","stareai","7/31/2018"
"M01H7039","20.649815","-105.239845","Eurostern S.A. de C.V.","GS0046229","322 260 4999","322 260 4999","Av. Francisco Medina Ascencio 2696. ","Col. Zona Hotelera Nte","Puerto Vallarta","Jalisco","48335","N/A","N","F","F","N","N","N","MB","SM","N/A","http://www.eurostern.com.mx/","http://www.eurostern.com.mx/","http://www.eurostern.com.mx/","MX","ES","stareai","7/31/2018","stareai","7/31/2018"
"51201","39.3866331","-74.5161833","Mercedes-Benz of Atlantic City","GS0044736","(609) 645-9000","(609) 272-0966","6623 Black Horse Pike","","Egg Harbor Township","nj","8234","NORTHEAST","","","","","","","mb","","","","www.mercedes-benz-atlantic-city.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"M01H7067","19.50754","-96.863274","Eurodiez S.A. de C.V.","GS0056420","228 688 2929","228 688 2929","Carretera Federal Xalapa - Veracruz km 4.3  ","Col. El Olmo","Xalapa","Veracruz","91194","N/A","N","F","F","N","N","N","MB","SM","N/A","http://www.mercedesbenzveracruz.com.mx ","http://www.mercedesbenzveracruz.com.mx ","http://www.mercedesbenzveracruz.com.mx ","MX","ES","stareai","7/31/2018","stareai","7/31/2018"
"M01H7075","19.376133","-99.168747","Estrella del Valle S.A. de C.V.","GS0002985","55 5575 9166","55 5575 9166","Miguel Laurent 336 ","Col. Del Valle","Mexico","Ciudad de Mexico","31100","N/A","N","F","F","N","N","N","MB","SM","N/A","http://www.autosat.com.mx/","http://www.autosat.com.mx/","http://www.autosat.com.mx/","MX","ES","stareai","7/31/2018","stareai","7/31/2018"
"14148","26.4420815","-80.0862185","Mercedes-Benz of Delray","GS0021247","(561) 381-6500","(561) 381-6497","1001 Linton Blvd.","","Delray Beach","fl","33444","SOUTHERN","","","","","","","mb","","","","www.delray.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14149","26.8117598","-80.0804147","Mercedes-Benz of North Palm Beach","GS0021907","(561) 848-2900","(561) 848-2110","9275 Alternate A1A","","North Palm Beach","fl","33403","SOUTHERN","","","","","","","mb","","","","www.mercedesbenznorthpalmbeach.com/service/online-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75110","32.3037","-95.322881","Mercedes-Benz of Tyler","GS0002922","(903) 534-7060","(903) 534-0741","3274 Professional Drive","","Tyler","tx","75701","CENTRAL","","","","","","","mb","","","","www.mercedesbenzoftyler.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80215","38.929226","-77.24223","Mercedes-Benz of Tysons Corner","GS0002949","(703) 442-8200","(703) 564-6015","8545 Leesburg Pk - Rte 7","","Vienna","va","22182","NORTHEAST","","","","","","","mb","","","","www.mboftysons.com/scheduleservice","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75517","33.890648","-98.48725","Patterson Auto Center","GS0002928","1-888-766-9790","1-281-233-6094","315 Central Freeway East","","Wichita Falls","tx","76302","CENTRAL","","","","","","","mb","","","","www.wichitafalls.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59229","34.23931","-77.876737","Bob King Autohaus","GS0002865","(910) 799-3520","(910) 791-9248","5115 New Centre Drive","","Wilmington","nc","28406","SOUTHERN","","","","","","","mb","","","","www.bobkingmb.com/scheduleservice.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80107","38.31222","-77.505629","Mercedes-Benz of Fredericksburg","GS0021908","(540) 373-5200","(540) 374-1348","3400 Fall Hill Avenue","","Fredericksburg","va","22401","NORTHEAST","","","","","","","mb","","","","www.mboffredericksburg.com/online-service-request.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"M01H7041zz","20.668583","-103.380219","Eurostern S.A. de C.V.","GS0043337","33 3615 2470","33 3615 2470","Agustin Yanez 2494, Lopez de Vega","Col. Arcos de Vallarta","Guadalajara","Jalisco","44500","N/A","F","F","F","F","F","F","F","F","F","http://eurostern.com.mx/","http://eurostern.com.mx/","http://eurostern.com.mx/","MX","ES","stareai","8/1/2018","stareai","8/1/2018"
"62221","41.100964","-80.74083","Fred Martin of Youngstown","GS0002875","(330) 793-2444","(330) 793-0819","4701 Mahoning Ave.","","Youngstown","oh","44515","CENTRAL","","","","","","","mb","","","","www.martin.mercedesdealer.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"28105","41.615863","-93.755428","Mercedes-Benz of Des Moines","GS0002773","(877) 331-4794","(515) 278-4371","9993 Hickman Road","","Des Moines","ia","50322","CENTRAL","","","","","","","mb","","","","www.mercedesbenzdesmoines.com/service/service-appointment-request.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5227","38.241684","-122.083507","Mercedes-Benz of Fairfield","GS0032746","(707) 430-0101","(707) 421-3304","2950 Auto Mall Parkway","","Fairfield","ca","94533","WESTERN","","","","","","","mb","","","","www.mercedesfairfield.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"8109","39.8862213","-105.0695409","Mercedes-Benz of Westminster","GS0012550","(303) 410-7800","(303) 410-9195","10391 Westminster Boulevard","","Westminster","co","80020","CENTRAL","","","","","","","mb","","","","mbwestminsterservice.com/mercedes-service-appointment/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"8103","39.570458","-104.988441","Mercedes-Benz of Littleton","GS0002703","(303) 738-7700","(303) 730-9205","8070 South Broadway","","Littleton","co","80122","CENTRAL","","","","","","","mb","","","","www.mercedesoflittleton.com/serviceappmt.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22144","40.517668","-88.962154","Grossinger Motors","GS0039681","(309) 888-1000","(309) 862-5000","1430 East Fort Jesse Road","","Normal","il","61761","Central","","","","","","","mb","","","","www.grossingermercedes.com/schedule-service.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22127","40.8030035","-89.6292408","Autohaus of Peoria","GS0028730","(309) 243-7000","(309) 243-3901","9500 N. Allen Road","","Peoria","il","61615","Central","","","","","","","mb","","","","www.mercedespeoria.com/schedule-car-maintenance-or-auto-repair-peoria-il","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"33400","44.824892","-68.740111","Quirk Auto Park of Bangor","GS0002786","(207) 941-1017","(207) 947-4918","327 Hogan Road","","Bangor","me","4401","NORTHEAST","","","","","","","mb","","","","www.quirk.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"72307","34.053399","-80.9781","Dick Dyer","GS0002911","(803) 786-8888","(803) 754-2397","5825 Two Notch Road","","Columbia","sc","29223","SOUTHERN","","","","","","","mb","","","","www.dickdyermercedes.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"67303","42.082503","-80.089474","Contemporary Motorcar Ltd.","GS0002904","(814) 868-8622","(814) 868-2183","4910 Peach Street","","Erie","pa","16509","NORTHEAST","","","","","","","mb","","","","www.cml.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"66103","44.0593027","-123.078737","Mercedes-Benz of Eugene","GS0002886","(541) 687-8888","(541) 344-6821","2200 Martin Luther King Jr Blv","","Eugene","or","97401","WESTERN","","","","","","","mb","","","","www.mbeugene.com/service-scheduler","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"8120","39.7002","-104.937479","Mercedes-Benz of Denver","GS0037925","(303) 759-3400","(303) 639-7953","4300 E Kentucky Ave","","Denver","co","80246","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofdenver.com/service/appointment-form.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"8119","40.434653","-104.995885","Mercedes-Benz of Loveland","GS0037331","(970) 278-2300","(970) 278-2301","4040 Byrd Drive","","Loveland","co","80538","CENTRAL","","","","","","","mb","","","","www.mblovelandservice.com/mercedes-service-appointment/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"1330","31.21291","-85.393084","Mercedes-Benz of Dothan","GS0002654","(334) 794-6716","(334) 794-3180","2309 Ross Clark Circle","","Dothan","al","36301","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzofdothan.com/car-service-dothan-al","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59106","35.738142","-78.81423","Mercedes-Benz of Cary","GS0012406","(919) 380-1800","(919) 460-3016","2400 Auto Park Boulevard","","Cary","nc","27511","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzcary.com/schedule-service.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"72320","32.785744","-80.007011","Baker Motor Company of Charleston, Inc.","GS0002914","(843) 852-4000","(843) 852-4038","1511 Savannah Hwy.","","Charleston","sc","29407","SOUTHERN","","","","","","","mb","","","","www.baker.mercedesdealer.com/service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51209","39.921002","-75.038401","Mercedes-Benz of Cherry Hill","GS0002837","(856) 663-3200","(856) 488-3523","2151 Rt. 70 W","","Cherry Hill","nj","8002","NORTHEAST","","","","","","","mb","","","","www.cherryhillmercedesbenz.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"M01H7041","20.668583","-103.380219","Eurostern S.A. de C.V.","GS0043337","33 3615 2470","33 3615 2470","Agustin Yanez 2494, Lopez de Vega ","Col. Arcos de Vallarta","Guadalajara","Jal","44500","N/A","N","F","F","N","N","N","MB","SM","N/A","http://eurostern.com.mx/","http://eurostern.com.mx/","http://eurostern.com.mx/","MX","ES","stareai","7/31/2018","stareai","7/31/2018"
"5271","39.7621552","-121.8421703","Courtesy Automotive of Chico","GS0043939","(530) 345-9444","(530) 893-0928","2520 Cohasset Road","","Chico","ca","95973","WESTERN","","","","","","","mb","","","","www.chicomercedes.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"M0100002","20.668583","-103.380219","Eurostern S.A. de C.V.","GS0043337","33 3615 2470","33 3615 2470","Agustin Yanez 2494, Lopez de Vega ","Col. Arcos de Vallarta","Guadalajara","Jal","44500","N/A","F","F","F","F","F","F","F","F","F","http://eurostern.com.mx/","http://eurostern.com.mx/","http://eurostern.com.mx/","MX","ES","stareai","9/25/2018","stareai","9/25/2018"
"M010000","20.668583","-103.380219","Eurostern S.A. de C.V.","GS0043337","33 3615 2470","33 3615 2470","Agustin Yanez 2494, Lopez de Vega ","Col. Arcos de Vallarta","Gua","Jalico","44500","N/A","F","F","F","F","F","F","F","F","F","http://eurostern.com.mx/","http://eurostern.com.mx/","http://eurostern.com.mx/","MX","ES","stareai","9/20/2018","stareai","9/20/2018"
"74312","35.059733","-85.192057","Long of Chattanooga","GS0002918","(423) 855-3726","(423) 855-1938","6039 International Drive","","Chattanooga","tn","37422","SOUTHERN","","","","","","","mb","","","","www.longco.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"28106","41.5565","-90.5771","Lujack Motorwerks","GS0002774","(563) 386-1511","(563) 388-2704","3602 Harrison Street","","Davenport","ia","52806","CENTRAL","","","","","","","mb","","","","www.lujackmercedes.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75189","29.745576","-98.694424","Mercedes-Benz of Boerne","GS0041119","(830) 981-6000","(830) 981-6001","31445 Interstate 10 West","","Boerne","tx","78006","CENTRAL","","","","","","","mb","","","","www.mbboerne.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"44102","30.442617","-88.893473","Mercedes-Benz of South Mississippi","GS0002814","(228) 265-9185","(228) 265-9185","11619 Bobby Eleuterius Blvd.","","D’lberville","ms","39540","SOUTHERN","","","","","","","mb","","","","www.mbofsm.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5157","37.499767","-121.975601","Fletcher Jones Motorcars of Fremont","GS0002679","(510) 623-1111","(510) 440-8410","5760 Cushing Parkway","","Fremont","ca","94538","WESTERN","","","","","","","mb","","","","www.mboffremont.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22420","42.122887","-87.782147","Autohaus On Edens, LLC","GS0002755","(847) 272-7900","(847) 272-7964","1600 Frontage Road","","Northbrook","il","60062","Central","","","","","","","mb","","","","www.autohausonedens.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75568","32.832763","-96.82889","Park Place Motorcars Dallas","GS0002939","(214) 526-8701","(214) 443-8205","6113 Lemmon Avenue","","Dallas","tx","75209","CENTRAL","","","","","","","mb","","","","www.parkplace-dallas.mercedesdealer.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80201","38.876593","-77.108877","Mercedes-Benz of Arlington","GS0002944","(703) 525-2100","(703) 525-1430","585 North Glebe Road","","Arlington","va","22203","NORTHEAST","","","","","","","mb","","","","www.justmercedes.com/service_appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75118","32.9260274","-97.0629735","Park Place Motorcars Grapevine","GS0002926","(817) 359-4700","(817) 571-1237","1300 Texan Trail","","Grapevine","tx","76051","CENTRAL","","","","","","","mb","","","","www.parkplace-grapevine.mercedesdealer.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75540","27.730556","-97.41633","Ed Hicks Imports, Ltd.","GS0002935","(361) 854-1955","(361) 855-0025","3102 South Padre Island Drive","","Corpus Christi","tx","78415","CENTRAL","","","","","","","mb","","","","www.edhicksimports.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75534","33.0624864","-96.8282419","Mercedes-Benz of Plano","GS0002934","(972) 599-0909","(972) 599-0907","6455 Dallas Parkway","","Plano","tx","75024","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofplano.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22122","41.913784","-88.340024","Mercedes-Benz of St. Charles","GS0013115","(630) 485-2300","(630) 485-2311","225 N. Randall Road","","St. Charles","il","60174","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofstcharles.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22121","42.0484","-88.104198","Mercedes-Benz of Hoffman Estates","GS0012906","(847) 885-7000","(224) 653-2153","1000 West Golf Road","","Hoffman Estates","il","60169","CENTRAL","","","","","","","mb","","","","www.mercedeshoffman.com/mercedes-benz-service-center/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22427","42.129547","-88.136223","Motor Werks of Barrington","GS0002758","(847) 497-8669","(847) 381-0115","1475 S. Barrington Road","","Barrington","il","60010","CENTRAL","","","","","","","mb","","","","www.motorwerks.mercedesdealer.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"62423","40.1003","-83.156319","Crown Eurocars, Inc.","GS0002882","(614) 799-4666","(614) 799-4676","6500 Perimeter Loop Road","","Dublin","oh","43017","CENTRAL","","","","","","","mb","","","","www.crownmercedes.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22424","41.161155","-87.887772","Napleton's Autowerks","GS0002756","(815) 660-0081","(815) 933-8238","515 Latham Drive","","Bourbonnais","il","60914","SOUTHERN","","","","","","","mb","","","","www.napletons.mercedesdealer.com/service/schedule.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22415","42.270946","-87.865127","Knauz Continental Autos, Inc.","GS0002754","(847) 234-1700","(847) 615-1394","409 Skokie Highway","","Lake Bluff","il","60044","CENTRAL","","","","","","","mb","","","","www.knauzcontinentalautos.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22409","42.011757","-87.734965","Loeber Motors, Inc.","GS0002751","(847) 675-1000","(847) 675-5212","4255 W. Touhy Avenue","","Lincolnwood","il","60712","CENTRAL","","","","","","","mb","","","","www.loebermercedes.com/schedule-car-maintenance-or-auto-repair-chicago-il","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"28104","41.646665","-91.551028","Carousel Motors","GS0014579","(319) 354-2550","(319) 337-6030","809 Highway 1 West","","Iowa City","ia","52246","CENTRAL","","","","","","","mb","","","","www.cmmercedes.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"25419","37.978284","-87.492618","D-Patrick, Inc.","GS0002769","(812) 473-6590","(812) 473-6541","200 N. Green River Rd.","","Evansville","in","47715","Central","","","","","","","mb","","","","www.evansvillemercedes.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22116","41.8107416","-87.9705501","Mercedes-Benz of Westmont","GS0012306","(630) 654-8100","(630) 654-9634","200 East Ogden Avenue","","Westmont","il","60559","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofwestmont.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22115","41.768971","-88.186348","Mercedes-Benz of Naperville","GS0012305","(630) 305-4560","(630) 357-0466","1569 Ogden Avenue","","Naperville","il","60540","CENTRAL","","","","","","","mb","","","","www.naperville.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22111","41.601814","-87.824166","Mercedes-Benz of Orland Park","GS0002749","(708) 460-0400","(708) 460-9526","8430 West 159th Street","","Orland Park","il","60462","CENTRAL","","","","","","","mb","","","","www.orlandpark.mercedesdealer.com/serviceappmt.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80101","38.80887","-77.124163","Mercedes-Benz of Alexandria","GS0012427","(703) 341-2100","(703) 751-4841","200 S. Pickett Street","","Alexandria","va","22304","NORTHEAST","","","","","","","mb","","","","www.mercedesalexandria.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"31105","36.935633","-86.421197","Luxury Imports of Bowling Green","GS0020193","(270) 745-0001","(270) 745-9040","325 Three Springs Road","","Bowling Green","ky","42104","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofbowlinggreen.com/schedule-car-maintenance-or-auto-repair-bowling-green-ky","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80111","38.8975705","-77.4634022","Mercedes-Benz of Chantilly","GS0028469","(703) 956-2000","(703) 956-2000","14841 Stonecroft Center Court","","Chantilly","va","20151","NORTHEAST","","","","","","","mb","","","","www.mbchantilly.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"25103","41.499514","-87.471094","Napleton's Auto Werks of Indiana, Inc.","GS0002771","(219) 333-4046","(219) 865-4044","1349 Indianapolis Blvd.","","Schererville","in","46375","Central","","","","","","","mb","","","","www.scherervillemercedes.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"66123","45.495518","-122.772181","Mercedes-Benz of Beaverton","GS0035334","(503) 296-1700","(503) 296-1799","9275 SW Canyon Road","","Portland","or","97225","WESTERN","","","","","","","mb","","","","www.mercedesbenzbeaverton.com/service/service-appointment-request.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"45420","38.965062","-92.364442","Mercedes-Benz of Columbia","GS0002818","(573) 886-7040","(573) 446-1112","1710 I-70 SW,","","Columbia","mo","65203","CENTRAL","","","","","","","mb","","","","www.columbiamercedesbenz.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"1127","33.3761027","-86.8039995","Mercedes-Benz of Birmingham","GS0042330","(205) 403-5179","(205) 402-2213","750 Mercedes Way","","Irondale","al","35210","SOUTHERN","","","","","","","mb","","","","www.mbbhm.com/service/schedule-service-irondale-campus","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"34129","39.406873","-76.762094","Mercedes-Benz of Owings Mills","GS0039404","(410) 363-3900","(410) 363-3987","9727 Reisterstown Road","","Owings Mills","md","21117","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofowingsmills.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75556","31.780744","-106.391832","Mercedes-Benz of El Paso","GS0002936","(915) 778-5341","(915) 772-0545","1122 Airway Boulevard","","El Paso","tx","79925","CENTRAL","","","","","","","mb","","","","www.mercedesbenzelpaso.com/schedule-car-maintenance-or-auto-repair-el-paso-tx","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5745","35.304119","-119.03549","Mercedes-Benz of Bakersfield","GS0002692","1-888-867-2091","1-661-397-2993","5600 Gasoline Alley Drive","","Bakersfield","ca","93313","WESTERN","","","","","","","mb","","","","www.mbofbakersfield.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55132","42.766662","-73.814608","Keeler Motor Car Company","GS0002846","(518) 785-4197","(518) 782-7315","1111 Troy Schenectady Road","","Latham","ny","12110","NORTHEAST","","","","","","","mb","","","","keyes.mercedesdealer.com/schedule-car-maintenance-or-auto-repair-van-nuys-ca","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"21603","43.601224","-116.276053","Mercedes-Benz of Boise","GS0002746","(208) 377-3900","(208) 323-8492","351 Auto Drive","","Boise","id","83709","WESTERN","","","","","","","mb","","","","www.lylepearsonmercedes.com/schedule-car-maintenance-or-auto-repair-boise-id","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"17333","32.557689","-84.94331","Mercedes-Benz of Columbus","GS0002741","(706) 256-6100","(706) 256-6116","7470 Veterans Parkway","","Columbus","ga","31909","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzofcolumbus.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39133","42.4659","-82.913909","Mercedes-Benz of St. Clair Shores","GS0015826","(586) 773-2369","(586) 773-1580","20101 East Nine Mile Road","","St. Clair Shores","mi","48080","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofstclairshores.com/serviceappmt.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39121","42.672372","-83.133399","Mercedes-Benz of Rochester","GS0012335","(248) 652-3800","(248) 652-1120","595 S. Rochester Road","","Rochester","mi","48307","CENTRAL","","","","","","","mb","","","","www.mbrochester.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"79103","44.3878","-73.22","The Automaster","GS0002942","(802) 985-8482","(802) 985-3730","3328 Shelburne Road","","Shelburne","vt","5482","NORTHEAST","","","","","","","mb","","","","www.theautomastermercedesbenz.com/service-scheduler.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22438","41.36535","-89.156697","JP Motors, Inc.","GS0002759","(815) 223-7000","(815) 224-4288","3675 Frontage Road","","Peru","il","61354","Central","","","","","","","mb","","","","www.jpmotors.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75113","30.058264","-94.136157","Mercedes-Benz of Beaumont","GS0002923","(409) 840-2000","(409) 840-2010","1865 I-10 South","","Beaumont","tx","77701","CENTRAL","","","","","","","mb","","","","www.mbofbeaumont.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39106","42.471892","-83.435697","Mercedes-Benz of Novi","GS0002803","(248) 426-9600","(248) 426-8686","39500 Grand River Ave.","","Novi","mi","48375","CENTRAL","","","","","","","mb","","","","www.mercedesbenzofnovi.com/schedule-car-maintenance-novi-mi","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"62109","40.056866","-82.918294","Mercedes-Benz of Easton","GS0002876","(614) 299-2144","(614) 299-8424","4300 Morse Crossing","","Columbus","oh","43219","CENTRAL","","","","","","","mb","","","","www.easton.mercedesdealer.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5158","37.911673","-122.06271","Mercedes-Benz of Walnut Creek","GS0002677","(925) 937-1655","(925) 937-5590","1301 Parkside Drive","","Walnut Creek","ca","94596","WESTERN","","","","","","","mb","","","","www.mbofwalnutcreek.com/service/appointment-form.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5641","37.699967","-121.901038","Mercedes-Benz of Pleasanton","GS0012258","(925) 463-2525","(925) 463-3662","5885 Owens Drive","","Pleasanton","ca","94588","WESTERN","","","","","","","mb","","","","www.mbofpleasanton.com/serviceappmt.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5626","37.81792","-122.262689","Mercedes-Benz of Oakland","GS0002678","(510) 832-6030","(510) 832-6139","2915 Broadway Street","","Oakland","ca","94611","WESTERN","","","","","","","mb","","","","www.oaklandbenz.com/service-scheduler.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5253","37.965762","-122.516076","Mercedes-Benz of Marin","GS0035594","(415) 233-6509","(415) 457-9121","540 Francisco Blvd. West","","San Rafael","ca","94901","WESTERN","","","","","","","mb","","","","www.mbofmarin.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5612","37.77251","-122.406979","Mercedes-Benz of San Francisco","GS0002674","(415) 673-2000","(415) 673-6100","500 8th Street","","San Francisco","ca","94103","WESTERN","","","","","","","mb","","","","www.sfbenz.com/schedule-mercedes-benz-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36118","42.306181","-71.361731","Mercedes-Benz of Natick","GS0002797","(508) 655-5350","(508) 651-0178","253 North Main Street","","Natick","ma","1760","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofnatick.com/service-scheduler.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
